"id_s","id_cv","typ","body"
273,14,1,13
274,14,1,14
275,14,1,2
276,14,1,18
277,14,1,16
278,14,1,17
279,14,1,18
280,14,1,11
281,15,1,17
282,15,1,17
283,15,1,17
284,15,1,16
285,15,1,17
286,15,1,12
287,15,1,19
288,15,1,10
289,15,1,15
290,15,1,17
291,15,1,15
292,15,1,14
293,15,1,16
294,15,1,17
295,15,1,5
296,15,1,11
297,15,1,11
298,15,1,8
299,15,1,17
300,15,1,6
301,16,1,15
302,16,1,18
303,16,1,16
304,16,1,15
305,16,1,17
306,16,1,16
307,16,1,17
308,16,1,13
309,16,1,19
310,16,1,14
311,16,1,16
312,16,1,18
313,16,1,9
314,16,1,14
315,16,1,17
316,16,1,16
317,16,1,19
318,16,1,18
319,16,1,17
320,16,1,15
321,17,1,16
322,17,1,16
323,17,1,17
324,17,1,14
325,17,1,1
326,17,1,16
327,17,1,18
328,17,1,14
329,17,1,18
330,17,1,12
331,17,1,17
332,17,1,15
333,17,1,18
334,17,1,16
335,17,1,16
336,17,1,18
337,17,1,15
338,17,1,12
339,17,1,11
340,17,1,15
341,18,1,0
342,18,1,10
343,18,1,15
344,18,1,12
345,18,1,18
346,18,1,9
347,18,1,16
348,18,1,14
349,18,1,16
350,18,1,19
351,18,1,13
352,18,1,18
353,18,1,6
354,18,1,13
355,18,1,7
356,18,1,6
357,18,1,19
358,18,1,13
359,18,1,12
360,18,1,14
361,19,1,17
362,19,1,13
363,19,1,14
364,19,1,12
365,19,1,20
366,19,1,16
367,19,1,13
368,19,1,12
369,19,1,17
370,19,1,19
371,19,1,16
372,19,1,9
373,19,1,5
374,19,1,18
375,19,1,14
376,19,1,18
377,19,1,17
378,19,1,13
379,19,1,17
380,19,1,17
381,20,1,17
382,20,1,17
383,20,1,20
384,20,1,20
385,20,1,14
386,20,1,17
387,20,1,16
388,20,1,14
389,20,1,16
390,20,1,13
391,20,1,18
392,20,1,15
393,20,1,8
394,20,1,15
395,20,1,17
396,20,1,5
397,20,1,18
398,20,1,7
399,20,1,16
400,20,1,18
401,21,2,15
402,21,2,19
403,21,2,16
404,21,2,11
405,21,2,18
406,21,2,17
407,21,2,13
408,21,2,17
409,21,2,20
410,21,2,16
411,21,2,11
412,21,2,10
413,21,2,10
414,21,2,19
415,21,2,15
416,21,2,2
417,21,2,17
418,21,2,19
419,21,2,14
420,21,2,10
421,22,2,20
422,22,2,16
423,22,2,15
424,22,2,16
425,22,2,18
426,22,2,14
427,22,2,13
428,22,2,16
429,22,2,12
430,22,2,15
431,22,2,15
432,22,2,15
433,22,2,7
434,22,2,20
435,22,2,14
436,22,2,10
437,22,2,17
438,22,2,16
439,22,2,13
440,22,2,10
441,23,2,14
442,23,2,7
443,23,2,18
444,23,2,18
445,23,2,8
446,23,2,14
447,23,2,15
448,23,2,9
449,23,2,14
450,23,2,2
451,23,2,16
452,23,2,15
453,23,2,16
454,23,2,4
455,23,2,18
456,23,2,17
457,23,2,9
458,23,2,14
459,23,2,16
460,23,2,18
461,24,2,18
462,24,2,14
463,24,2,17
464,24,2,19
465,24,2,15
466,24,2,18
467,24,2,17
468,24,2,12
469,24,2,12
470,24,2,15
471,24,2,9
472,24,2,19
473,24,2,20
474,24,2,15
475,24,2,14
476,24,2,15
477,24,2,14
478,24,2,9
479,24,2,14
480,24,2,2
481,25,2,13
482,25,2,17
483,25,2,18
484,25,2,17
485,25,2,16
486,25,2,11
487,25,2,15
488,25,2,14
489,25,2,16
490,25,2,15
491,25,2,17
492,25,2,16
493,25,2,1
494,25,2,15
495,25,2,15
496,25,2,11
497,25,2,14
498,25,2,17
499,25,2,13
500,25,2,9
501,26,2,15
502,26,2,11
503,26,2,18
504,26,2,16
505,26,2,14
506,26,2,17
507,26,2,1
508,26,2,20
509,26,2,11
510,26,2,12
511,26,2,14
512,26,2,14
513,26,2,17
514,26,2,14
515,26,2,17
516,26,2,10
517,26,2,5
518,26,2,17
519,26,2,19
520,26,2,12
521,27,2,17
522,27,2,16
523,27,2,15
524,27,2,14
525,27,2,17
526,27,2,17
527,27,2,18
528,27,2,18
529,27,2,17
530,27,2,16
531,27,2,13
532,27,2,16
533,27,2,14
534,27,2,17
535,27,2,18
536,27,2,2
537,27,2,11
538,27,2,1
539,27,2,15
540,27,2,5
541,28,2,13
542,28,2,17
543,28,2,12
544,28,2,15
545,28,2,17
546,28,2,18
547,28,2,12
548,28,2,20
549,28,2,19
550,28,2,10
551,28,2,9
552,28,2,17
553,28,2,14
554,28,2,14
555,28,2,17
556,28,2,14
557,28,2,10
558,28,2,20
559,28,2,16
560,28,2,11
561,29,2,18
562,29,2,8
563,29,2,13
564,29,2,17
565,29,2,15
566,29,2,14
567,29,2,14
568,29,2,16
569,29,2,18
570,29,2,18
571,29,2,14
572,29,2,17
573,29,2,14
574,29,2,19
575,29,2,13
576,29,2,17
577,29,2,17
578,29,2,17
579,29,2,15
580,29,2,4
581,30,2,11
582,30,2,16
583,30,2,14
584,30,2,5
585,30,2,17
586,30,2,14
587,30,2,15
588,30,2,12
589,30,2,10
590,30,2,9
591,30,2,17
592,30,2,16
593,30,2,13
594,30,2,14
595,30,2,15
596,30,2,15
597,30,2,13
598,30,2,0
599,30,2,18
600,30,2,13
601,31,2,16
602,31,2,14
603,31,2,4
604,31,2,16
605,31,2,19
606,31,2,17
607,31,2,18
608,31,2,8
609,31,2,5
610,31,2,17
611,31,2,18
612,31,2,15
613,31,2,6
614,31,2,11
615,31,2,17
616,31,2,15
617,31,2,19
618,31,2,3
619,31,2,16
620,31,2,5
621,32,2,18
622,32,2,15
623,32,2,18
624,32,2,20
625,32,2,18
626,32,2,17
627,32,2,17
628,32,2,19
629,32,2,12
630,32,2,8
631,32,2,10
632,32,2,15
633,32,2,14
634,32,2,14
635,32,2,15
636,32,2,17
637,32,2,5
638,32,2,14
639,32,2,13
640,32,2,15
641,33,2,17
642,33,2,7
643,33,2,12
644,33,2,17
645,33,2,9
646,33,2,14
647,33,2,15
648,33,2,18
649,33,2,1
650,33,2,5
651,33,2,16
652,33,2,15
653,33,2,17
654,33,2,13
655,33,2,17
656,33,2,16
657,33,2,19
658,33,2,14
659,33,2,15
660,33,2,13
661,34,2,15
662,34,2,19
663,34,2,11
664,34,2,16
665,34,2,11
666,34,2,15
667,34,2,20
668,34,2,13
669,34,2,17
670,34,2,16
671,34,2,16
672,34,2,17
673,34,2,17
674,34,2,6
675,34,2,0
676,34,2,13
677,34,2,16
678,34,2,16
679,34,2,13
680,34,2,5
681,35,2,13
682,35,2,15
683,35,2,17
684,35,2,13
685,35,2,17
686,35,2,16
687,35,2,14
688,35,2,13
689,35,2,14
690,35,2,14
691,35,2,10
692,35,2,15
693,35,2,17
694,35,2,8
695,35,2,5
696,35,2,14
697,35,2,11
698,35,2,8
699,35,2,18
700,35,2,18
701,36,2,4
702,36,2,12
703,36,2,15
704,36,2,15
705,36,2,11
706,36,2,15
707,36,2,15
708,36,2,5
709,36,2,17
710,36,2,7
711,36,2,0
712,36,2,17
713,36,2,7
714,36,2,16
715,36,2,7
716,36,2,19
717,36,2,12
718,36,2,11
719,36,2,7
720,36,2,20
721,37,2,17
722,37,2,10
723,37,2,18
724,37,2,7
725,37,2,9
726,37,2,14
727,37,2,19
728,37,2,11
729,37,2,15
730,37,2,19
731,37,2,1
732,37,2,16
733,37,2,16
734,37,2,16
735,37,2,16
736,37,2,1
737,37,2,13
738,37,2,14
739,37,2,4
740,37,2,19
741,38,2,11
742,38,2,13
743,38,2,19
744,38,2,15
745,38,2,15
746,38,2,11
747,38,2,6
748,38,2,8
749,38,2,16
750,38,2,3
751,38,2,15
752,38,2,15
753,38,2,12
754,38,2,18
755,38,2,3
756,38,2,11
757,38,2,16
758,38,2,7
759,38,2,7
760,38,2,16
761,39,2,16
762,39,2,10
763,39,2,15
764,39,2,16
765,39,2,17
766,39,2,19
767,39,2,18
768,39,2,16
769,39,2,17
770,39,2,16
771,39,2,0
772,39,2,18
773,39,2,10
774,39,2,10
775,39,2,12
776,39,2,13
777,39,2,16
778,39,2,19
779,39,2,3
780,39,2,3
781,40,2,15
782,40,2,16
783,40,2,18
784,40,2,16
785,40,2,13
786,40,2,18
787,40,2,18
788,40,2,12
789,40,2,18
790,40,2,17
791,40,2,17
792,40,2,14
793,40,2,19
794,40,2,19
795,40,2,16
796,40,2,13
797,40,2,17
798,40,2,16
799,40,2,15
800,40,2,18
801,41,2,14
802,41,2,15
803,41,2,6
804,41,2,16
805,41,2,17
806,41,2,19
807,41,2,15
808,41,2,12
809,41,2,9
810,41,2,10
811,41,2,20
812,41,2,18
813,41,2,20
814,41,2,18
815,41,2,1
816,41,2,19
817,41,2,2
818,41,2,17
819,41,2,7
820,41,2,14
821,42,2,9
822,42,2,16
823,42,2,17
824,42,2,13
825,42,2,14
826,42,2,15
827,42,2,17
828,42,2,11
829,42,2,17
830,42,2,13
831,42,2,16
832,42,2,16
833,42,2,2
834,42,2,17
835,42,2,18
836,42,2,17
837,42,2,16
838,42,2,17
839,42,2,12
840,42,2,16
841,43,2,16
842,43,2,17
843,43,2,15
844,43,2,13
845,43,2,19
846,43,2,11
847,43,2,17
848,43,2,20
849,43,2,8
850,43,2,0
851,43,2,16
852,43,2,16
853,43,2,17
854,43,2,5
855,43,2,16
856,43,2,16
857,43,2,10
858,43,2,18
859,43,2,19
860,43,2,16
861,44,2,10
862,44,2,2
863,44,2,17
864,44,2,16
865,44,2,2
866,44,2,15
867,44,2,14
868,44,2,14
869,44,2,13
870,44,2,17
871,44,2,14
872,44,2,14
873,44,2,9
874,44,2,11
875,44,2,17
876,44,2,13
877,44,2,14
878,44,2,15
879,44,2,10
880,44,2,2
881,45,2,12
882,45,2,18
883,45,2,10
884,45,2,18
885,45,2,7
886,45,2,15
887,45,2,15
888,45,2,9
889,45,2,16
890,45,2,16
891,45,2,16
892,45,2,3
893,45,2,14
894,45,2,14
895,45,2,16
896,45,2,18
897,45,2,16
898,45,2,2
899,45,2,15
900,45,2,18
901,46,2,4
902,46,2,3
903,46,2,19
904,46,2,19
905,46,2,17
906,46,2,20
907,46,2,14
908,46,2,20
909,46,2,18
910,46,2,17
911,46,2,11
912,46,2,14
913,46,2,17
914,46,2,19
915,46,2,9
916,46,2,16
917,46,2,16
918,46,2,1
919,46,2,14
920,46,2,15
921,47,2,12
922,47,2,14
923,47,2,19
924,47,2,1
925,47,2,17
926,47,2,14
927,47,2,16
928,47,2,6
929,47,2,17
930,47,2,5
931,47,2,16
932,47,2,13
933,47,2,10
934,47,2,16
935,47,2,6
936,47,2,14
937,47,2,5
938,47,2,16
939,47,2,14
940,47,2,19
941,48,2,19
942,48,2,12
943,48,2,12
944,48,2,15
945,48,2,19
946,48,2,20
947,48,2,20
948,48,2,0
949,48,2,18
950,48,2,17
951,48,2,20
952,48,2,17
953,48,2,14
954,48,2,18
955,48,2,17
956,48,2,17
957,48,2,8
958,48,2,5
959,48,2,18
960,48,2,10
961,49,2,9
962,49,2,0
963,49,2,18
964,49,2,5
965,49,2,2
966,49,2,18
967,49,2,17
968,49,2,19
969,49,2,6
970,49,2,16
971,49,2,14
972,49,2,17
973,49,2,14
974,49,2,17
975,49,2,17
976,49,2,16
977,49,2,15
978,49,2,15
979,49,2,15
980,49,2,17
981,50,2,15
982,50,2,17
983,50,2,0
984,50,2,10
985,50,2,13
986,50,2,16
987,50,2,15
988,50,2,6
989,50,2,16
990,50,2,17
991,50,2,18
992,50,2,13
993,50,2,15
994,50,2,13
995,50,2,5
996,50,2,0
997,50,2,15
998,50,2,17
999,50,2,17
1000,50,2,18
1001,51,2,15
1002,51,2,16
1003,51,2,16
1004,51,2,16
1005,51,2,19
1006,51,2,17
1007,51,2,16
1008,51,2,4
1009,51,2,18
1010,51,2,15
1011,51,2,18
1012,51,2,18
1013,51,2,16
1014,51,2,5
1015,51,2,4
1016,51,2,14
1017,51,2,17
1018,51,2,17
1019,51,2,14
1020,51,2,15
1021,52,2,16
1022,52,2,20
1023,52,2,15
1024,52,2,15
1025,52,2,17
1026,52,2,8
1027,52,2,20
1028,52,2,14
1029,52,2,17
1030,52,2,16
1031,52,2,18
1032,52,2,6
1033,52,2,2
1034,52,2,14
1035,52,2,18
1036,52,2,15
1037,52,2,16
1038,52,2,18
1039,52,2,16
1040,52,2,13
1041,53,2,9
1042,53,2,15
1043,53,2,16
1044,53,2,12
1045,53,2,18
1046,53,2,6
1047,53,2,17
1048,53,2,18
1049,53,2,19
1050,53,2,17
1051,53,2,17
1052,53,2,16
1053,53,2,20
1054,53,2,18
1055,53,2,14
1056,53,2,11
1057,53,2,18
1058,53,2,18
1059,53,2,16
1060,53,2,17
1061,54,2,19
1062,54,2,15
1063,54,2,18
1064,54,2,16
1065,54,2,9
1066,54,2,4
1067,54,2,18
1068,54,2,9
1069,54,2,17
1070,54,2,10
1071,54,2,16
1072,54,2,5
1073,54,2,9
1074,54,2,17
1075,54,2,19
1076,54,2,16
1077,54,2,10
1078,54,2,17
1079,54,2,13
1080,54,2,16
1081,55,2,16
1082,55,2,16
1083,55,2,15
1084,55,2,13
1085,55,2,17
1086,55,2,1
1087,55,2,16
1088,55,2,13
1089,55,2,16
1090,55,2,19
1091,55,2,16
1092,55,2,18
1093,55,2,9
1094,55,2,19
1095,55,2,20
1096,55,2,16
1097,55,2,16
1098,55,2,14
1099,55,2,14
1100,55,2,10
1101,56,2,8
1102,56,2,16
1103,56,2,18
1104,56,2,14
1105,56,2,9
1106,56,2,10
1107,56,2,12
1108,56,2,17
1109,56,2,19
1110,56,2,17
1111,56,2,15
1112,56,2,18
1113,56,2,14
1114,56,2,17
1115,56,2,0
1116,56,2,15
1117,56,2,16
1118,56,2,7
1119,56,2,14
1120,56,2,15
1121,57,2,11
1122,57,2,1
1123,57,2,16
1124,57,2,3
1125,57,2,18
1126,57,2,15
1127,57,2,14
1128,57,2,16
1129,57,2,10
1130,57,2,16
1131,57,2,10
1132,57,2,14
1133,57,2,2
1134,57,2,16
1135,57,2,5
1136,57,2,10
1137,57,2,17
1138,57,2,13
1139,57,2,14
1140,57,2,16
1141,58,2,14
1142,58,2,17
1143,58,2,15
1144,58,2,16
1145,58,2,18
1146,58,2,13
1147,58,2,19
1148,58,2,11
1149,58,2,14
1150,58,2,19
1151,58,2,20
1152,58,2,16
1153,58,2,14
1154,58,2,18
1155,58,2,14
1156,58,2,2
1157,58,2,12
1158,58,2,9
1159,58,2,11
1160,58,2,13
1161,59,2,17
1162,59,2,15
1163,59,2,17
1164,59,2,13
1165,59,2,15
1166,59,2,16
1167,59,2,19
1168,59,2,14
1169,59,2,5
1170,59,2,20
1171,59,2,19
1172,59,2,17
1173,59,2,16
1174,59,2,13
1175,59,2,19
1176,59,2,19
1177,59,2,3
1178,59,2,12
1179,59,2,17
1180,59,2,17
1181,60,2,11
1182,60,2,14
1183,60,2,17
1184,60,2,17
1185,60,2,14
1186,60,2,17
1187,60,2,0
1188,60,2,15
1189,60,2,17
1190,60,2,13
1191,60,2,17
1192,60,2,14
1193,60,2,16
1194,60,2,13
1195,60,2,20
1196,60,2,16
1197,60,2,5
1198,60,2,16
1199,60,2,16
1200,60,2,18
1201,61,3,14
1202,61,3,17
1203,61,3,17
1204,61,3,18
1205,61,3,14
1206,61,3,12
1207,61,3,14
1208,61,3,14
1209,61,3,17
1210,61,3,15
1211,61,3,20
1212,61,3,6
1213,61,3,9
1214,61,3,14
1215,61,3,10
1216,61,3,19
1217,61,3,18
1218,61,3,6
1219,61,3,15
1220,61,3,17
1221,62,3,12
1222,62,3,5
1223,62,3,15
1224,62,3,14
1225,62,3,16
1226,62,3,17
1227,62,3,16
1228,62,3,18
1229,62,3,17
1230,62,3,13
1231,62,3,14
1232,62,3,10
1233,62,3,13
1234,62,3,16
1235,62,3,13
1236,62,3,13
1237,62,3,13
1238,62,3,5
1239,62,3,17
1240,62,3,15
1241,63,3,6
1242,63,3,14
1243,63,3,18
1244,63,3,13
1245,63,3,10
1246,63,3,0
1247,63,3,11
1248,63,3,11
1249,63,3,16
1250,63,3,18
1251,63,3,18
1252,63,3,15
1253,63,3,16
1254,63,3,14
1255,63,3,13
1256,63,3,5
1257,63,3,19
1258,63,3,3
1259,63,3,13
1260,63,3,6
1261,64,3,12
1262,64,3,2
1263,64,3,14
1264,64,3,5
1265,64,3,14
1266,64,3,6
1267,64,3,15
1268,64,3,15
1269,64,3,18
1270,64,3,13
1271,64,3,19
1272,64,3,11
1273,64,3,12
1274,64,3,17
1275,64,3,16
1276,64,3,10
1277,64,3,7
1278,64,3,19
1279,64,3,16
1280,64,3,15
1281,65,3,15
1282,65,3,18
1283,65,3,17
1284,65,3,18
1285,65,3,2
1286,65,3,13
1287,65,3,18
1288,65,3,13
1289,65,3,17
1290,65,3,9
1291,65,3,17
1292,65,3,12
1293,65,3,17
1294,65,3,15
1295,65,3,0
1296,65,3,7
1297,65,3,17
1298,65,3,13
1299,65,3,15
1300,65,3,7
1301,66,3,18
1302,66,3,16
1303,66,3,11
1304,66,3,15
1305,66,3,17
1306,66,3,17
1307,66,3,11
1308,66,3,17
1309,66,3,15
1310,66,3,20
1311,66,3,17
1312,66,3,15
1313,66,3,12
1314,66,3,14
1315,66,3,13
1316,66,3,5
1317,66,3,11
1318,66,3,13
1319,66,3,8
1320,66,3,14
1321,67,3,14
1322,67,3,5
1323,67,3,19
1324,67,3,7
1325,67,3,16
1326,67,3,15
1327,67,3,13
1328,67,3,13
1329,67,3,13
1330,67,3,11
1331,67,3,6
1332,67,3,14
1333,67,3,19
1334,67,3,6
1335,67,3,10
1336,67,3,14
1337,67,3,17
1338,67,3,14
1339,67,3,14
1340,67,3,15
1341,68,3,19
1342,68,3,16
1343,68,3,16
1344,68,3,19
1345,68,3,16
1346,68,3,16
1347,68,3,15
1348,68,3,12
1349,68,3,13
1350,68,3,14
1351,68,3,19
1352,68,3,8
1353,68,3,15
1354,68,3,16
1355,68,3,14
1356,68,3,17
1357,68,3,7
1358,68,3,7
1359,68,3,15
1360,68,3,16
1361,69,3,5
1362,69,3,12
1363,69,3,14
1364,69,3,15
1365,69,3,11
1366,69,3,5
1367,69,3,18
1368,69,3,17
1369,69,3,15
1370,69,3,15
1371,69,3,17
1372,69,3,12
1373,69,3,14
1374,69,3,2
1375,69,3,1
1376,69,3,15
1377,69,3,17
1378,69,3,10
1379,69,3,19
1380,69,3,19
1381,70,3,19
1382,70,3,10
1383,70,3,17
1384,70,3,14
1385,70,3,7
1386,70,3,13
1387,70,3,13
1388,70,3,14
1389,70,3,15
1390,70,3,16
1391,70,3,18
1392,70,3,7
1393,70,3,14
1394,70,3,17
1395,70,3,17
1396,70,3,12
1397,70,3,15
1398,70,3,18
1399,70,3,9
1400,70,3,16
1401,71,3,11
1402,71,3,17
1403,71,3,14
1404,71,3,15
1405,71,3,17
1406,71,3,9
1407,71,3,19
1408,71,3,17
1409,71,3,17
1410,71,3,13
1411,71,3,17
1412,71,3,16
1413,71,3,9
1414,71,3,16
1415,71,3,13
1416,71,3,6
1417,71,3,14
1418,71,3,16
1419,71,3,14
1420,71,3,15
1421,72,3,17
1422,72,3,16
1423,72,3,18
1424,72,3,17
1425,72,3,14
1426,72,3,11
1427,72,3,6
1428,72,3,13
1429,72,3,16
1430,72,3,20
1431,72,3,9
1432,72,3,19
1433,72,3,18
1434,72,3,18
1435,72,3,17
1436,72,3,15
1437,72,3,17
1438,72,3,6
1439,72,3,15
1440,72,3,10
1441,73,3,3
1442,73,3,15
1443,73,3,14
1444,73,3,12
1445,73,3,13
1446,73,3,15
1447,73,3,10
1448,73,3,6
1449,73,3,13
1450,73,3,17
1451,73,3,9
1452,73,3,15
1453,73,3,15
1454,73,3,15
1455,73,3,18
1456,73,3,17
1457,73,3,8
1458,73,3,20
1459,73,3,17
1460,73,3,17
1461,74,3,8
1462,74,3,16
1463,74,3,14
1464,74,3,6
1465,74,3,14
1466,74,3,15
1467,74,3,14
1468,74,3,18
1469,74,3,17
1470,74,3,7
1471,74,3,13
1472,74,3,16
1473,74,3,10
1474,74,3,17
1475,74,3,12
1476,74,3,6
1477,74,3,13
1478,74,3,5
1479,74,3,10
1480,74,3,15
1481,75,3,16
1482,75,3,16
1483,75,3,14
1484,75,3,10
1485,75,3,15
1486,75,3,15
1487,75,3,16
1488,75,3,10
1489,75,3,19
1490,75,3,15
1491,75,3,16
1492,75,3,16
1493,75,3,14
1494,75,3,19
1495,75,3,15
1496,75,3,16
1497,75,3,20
1498,75,3,16
1499,75,3,16
1500,75,3,19
1501,76,3,18
1502,76,3,15
1503,76,3,18
1504,76,3,13
1505,76,3,17
1506,76,3,17
1507,76,3,17
1508,76,3,9
1509,76,3,17
1510,76,3,15
1511,76,3,13
1512,76,3,15
1513,76,3,14
1514,76,3,19
1515,76,3,17
1516,76,3,11
1517,76,3,17
1518,76,3,14
1519,76,3,17
1520,76,3,8
1521,77,3,15
1522,77,3,15
1523,77,3,8
1524,77,3,6
1525,77,3,10
1526,77,3,13
1527,77,3,16
1528,77,3,18
1529,77,3,14
1530,77,3,16
1531,77,3,11
1532,77,3,18
1533,77,3,17
1534,77,3,13
1535,77,3,15
1536,77,3,2
1537,77,3,16
1538,77,3,19
1539,77,3,18
1540,77,3,13
1541,78,3,17
1542,78,3,17
1543,78,3,17
1544,78,3,6
1545,78,3,9
1546,78,3,7
1547,78,3,14
1548,78,3,14
1549,78,3,16
1550,78,3,19
1551,78,3,17
1552,78,3,17
1553,78,3,17
1554,78,3,18
1555,78,3,19
1556,78,3,3
1557,78,3,13
1558,78,3,13
1559,78,3,18
1560,78,3,13
1561,79,3,5
1562,79,3,15
1563,79,3,9
1564,79,3,5
1565,79,3,17
1566,79,3,13
1567,79,3,13
1568,79,3,18
1569,79,3,19
1570,79,3,8
1571,79,3,17
1572,79,3,18
1573,79,3,16
1574,79,3,4
1575,79,3,20
1576,79,3,3
1577,79,3,17
1578,79,3,10
1579,79,3,16
1580,79,3,12
1581,80,3,20
1582,80,3,17
1583,80,3,17
1584,80,3,15
1585,80,3,14
1586,80,3,17
1587,80,3,10
1588,80,3,16
1589,80,3,13
1590,80,3,17
1591,80,3,17
1592,80,3,11
1593,80,3,16
1594,80,3,17
1595,80,3,18
1596,80,3,15
1597,80,3,5
1598,80,3,16
1599,80,3,17
1600,80,3,13
